SLNO,Candidate Ref,Offer Date,DOJ Extended,Duration to accept offer,Notice period,Offered band,Current CTC,Expected CTC,Offered CTC,Negotiated CTC,Final CTC,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Primary Skill,Previous Company Type,Location,Age,Status
143,2110143,2025-03-21,No,11,90,M1,18.53,21.4,28.65,32.04,32.04,15.49,54.61,33.88,No,No,Female,Employee Referral,10.5,QA,Selenium,Captive,Pune,34,Declined
144,2110144,2025-08-19,No,10,75,M1,30.43,29.86,38.83,42.33,42.33,-1.87,27.6,30.04,No,No,Male,Direct,8.2,Digital,Node.js,Service,Hyderabad,34,Joined
145,2110145,2025-05-01,Yes,13,75,E2,7.15,10.0,8.14,,8.14,39.86,13.85,-18.6,No,No,Male,LinkedIn,6.4,INFRA,Linux Admin,Service,Kochi,26,Declined
146,2110146,2025-02-20,No,19,30,E1,4.79,6.17,7.67,,7.67,28.81,60.13,24.31,No,No,Male,Employee Referral,2.8,ERS,VLSI,Captive,Kochi,31,Joined
147,2110147,2025-10-12,No,6,90,E2,16.5,28.03,23.48,,23.48,69.88,42.3,-16.23,Yes,No,Male,Agency,5.7,Cybersecurity,SOC,Startup,Noida,27,Declined
148,2110148,2024-08-18,No,17,60,M1,29.67,40.4,48.1,49.19,49.19,36.16,62.12,19.06,No,Yes,Male,Agency,11.5,Cloud,DevOps,Captive,Pune,39,Joined
149,2110149,2025-11-24,No,11,45,E2,10.11,17.24,12.31,,12.31,70.52,21.76,-28.6,Yes,No,Male,Naukri,5.0,SAP,SAP ABAP,Service,Kochi,28,Joined
150,2110150,2024-11-01,No,1,90,M1,16.58,23.72,22.49,,22.49,43.06,35.65,-5.19,No,No,Male,Direct,7.9,INFRA,Linux Admin,Captive,Noida,30,Declined
151,2110151,2025-05-02,No,7,45,M1,22.82,31.44,26.97,29.42,29.42,37.77,18.19,-14.22,No,No,Female,Naukri,7.4,Cloud,AWS,Service,Kochi,34,Declined
152,2110152,2024-12-05,No,5,60,E2,7.34,12.86,8.2,,8.2,75.2,11.72,-36.24,No,No,Male,LinkedIn,3.9,Data,Power BI,Service,Kochi,31,No Show
153,2110153,2025-04-13,No,9,75,E1,7.89,9.86,10.68,,10.68,24.97,35.36,8.32,No,No,Male,Naukri,3.2,QA,Manual Testing,Product,Pune,30,Joined
154,2110154,2025-05-03,No,5,75,E2,17.83,27.28,27.77,,27.77,53.0,55.75,1.8,No,Yes,Female,Direct,8.1,Digital,Java Spring,Service,Pune,35,Declined
155,2110155,2025-09-02,No,11,30,E3,20.93,25.64,30.95,,30.95,22.5,47.87,20.71,No,No,Female,Naukri,5.4,Cloud,DevOps,Product,Bangalore,30,Joined
156,2110156,2025-07-01,No,13,75,E3,18.7,28.11,25.05,26.82,26.82,50.32,33.96,-10.89,No,Yes,Male,Employee Referral,8.4,Digital,Node.js,Consulting,Pune,31,Declined
157,2110157,2024-04-17,No,5,30,E2,9.39,15.1,11.53,,11.53,60.81,22.79,-23.64,No,No,Male,Agency,3.1,ERS,Embedded C,Service,Mumbai,26,Declined
158,2110158,2024-04-01,Yes,11,90,E1,8.14,10.5,11.4,,11.4,28.99,40.05,8.57,No,No,Female,Employee Referral,5.0,Data,SQL,Service,Kochi,27,Joined
159,2110159,2024-02-16,No,5,45,M2,30.61,44.0,44.26,,44.26,43.74,44.59,0.59,No,No,Male,Agency,10.7,QA,Selenium,Startup,Bangalore,33,Declined
160,2110160,2025-12-13,Yes,6,60,M1,20.27,20.39,31.6,33.45,33.45,0.59,55.9,54.98,No,No,Male,Direct,6.7,Digital,Node.js,Service,Hyderabad,32,Joined
161,2110161,2025-12-22,No,19,90,E3,20.94,29.93,33.45,37.2,37.2,42.93,59.74,11.76,No,Yes,Male,LinkedIn,4.7,Digital,Java Spring,Product,Pune,24,Joined
162,2110162,2025-04-25,No,8,45,E3,13.32,17.52,16.64,,16.64,31.53,24.92,-5.02,No,No,Male,Naukri,6.7,Cloud,DevOps,Service,Noida,33,Accepted
163,2110163,2024-01-01,No,12,75,E2,8.34,12.2,8.52,8.79,8.79,46.28,2.16,-30.16,No,Yes,Female,Direct,9.6,INFRA,Windows Server,Service,Hyderabad,31,Declined
164,2110164,2024-12-29,Yes,17,45,E3,13.48,18.96,14.89,,14.89,40.65,10.46,-21.47,No,No,Female,Direct,7.9,Data,Power BI,Service,Mumbai,34,Joined
165,2110165,2025-08-25,No,1,75,E2,26.13,46.09,32.18,,32.18,76.39,23.15,-30.18,No,Yes,Male,Direct,9.7,Data,Data Engineering,Product,Mumbai,30,Declined
166,2110166,2025-05-31,No,5,90,E2,18.21,26.93,24.08,,24.08,47.89,32.24,-10.58,No,No,Male,Naukri,9.5,QA,Selenium,Product,Pune,37,Declined
167,2110167,2025-11-19,No,9,75,M1,19.42,26.28,24.03,,24.03,35.32,23.74,-8.56,No,No,Female,Direct,8.3,Cloud,DevOps,Product,Pune,31,Declined
168,2110168,2024-06-13,No,17,75,E3,33.81,34.47,44.99,45.95,45.95,1.95,33.07,30.52,No,No,Male,Employee Referral,10.6,Digital,Node.js,Product,Mumbai,37,Joined
169,2110169,2025-12-02,No,2,75,M2,41.6,42.46,57.83,63.52,63.52,2.07,39.01,36.2,No,Yes,Female,Employee Referral,10.5,Digital,Java Spring,Product,Mumbai,35,Declined
170,2110170,2025-06-10,No,11,60,E1,6.09,6.89,7.02,,7.02,13.14,15.27,1.89,No,No,Male,Naukri,0.8,ERS,VLSI,Captive,Chennai,24,Declined
171,2110171,2025-06-17,No,6,45,E2,8.89,10.69,9.8,10.77,10.77,20.25,10.24,-8.33,No,Yes,Male,Campus,6.6,Data,Data Engineering,Service,Chennai,31,Declined
172,2110172,2025-09-20,No,13,60,E1,10.93,8.57,13.3,,13.3,-21.59,21.68,55.19,No,Yes,Female,Direct,2.5,SAP,SAP Basis,Startup,Bangalore,29,Joined
173,2110173,2025-06-30,No,24,60,M1,18.57,21.64,21.09,22.89,22.89,16.53,13.57,-2.54,No,Yes,Male,Direct,8.0,ERS,VLSI,Service,Pune,32,Joined
174,2110174,2025-08-11,No,16,75,E3,23.02,31.72,28.26,,28.26,37.79,22.76,-10.91,No,No,Male,LinkedIn,10.5,Cloud,Kubernetes,Startup,Kochi,36,Joined
175,2110175,2025-01-25,No,12,90,E3,26.16,39.12,42.33,45.31,45.31,49.54,61.81,8.21,No,Yes,Male,LinkedIn,8.9,SAP,SAP Basis,Service,Pune,29,Joined
176,2110176,2024-05-06,No,3,60,E2,9.21,11.09,9.59,,9.59,20.41,4.13,-13.53,Yes,No,Male,Naukri,4.5,QA,Selenium,Captive,Noida,27,Declined
177,2110177,2024-03-15,No,21,90,E2,18.68,24.06,28.01,,28.01,28.8,49.95,16.42,No,Yes,Female,Naukri,9.8,SAP,SAP ABAP,Startup,Hyderabad,35,Joined
178,2110178,2024-11-19,No,5,45,E2,10.31,15.54,12.76,,12.76,50.73,23.76,-17.89,No,Yes,Male,Direct,5.8,INFRA,Network,Service,Mumbai,30,Declined
179,2110179,2025-10-03,Yes,18,45,E2,11.06,15.53,14.92,16.18,16.18,40.42,34.9,-3.93,No,No,Male,Naukri,7.8,Cybersecurity,IAM,Service,Kochi,32,Joined
180,2110180,2024-04-02,No,3,90,E1,5.23,5.89,7.02,7.44,7.44,12.62,34.23,19.19,No,Yes,Male,Employee Referral,0.8,ERS,Embedded C,Product,Kochi,26,Declined
181,2110181,2024-02-17,No,9,45,E2,7.89,11.66,9.96,10.2,10.2,47.78,26.24,-14.58,No,No,Male,LinkedIn,3.2,Cloud,Azure,Service,Kochi,29,Accepted
182,2110182,2025-09-10,No,7,75,E3,16.23,24.2,19.54,21.7,21.7,49.11,20.39,-19.26,No,No,Male,LinkedIn,8.6,INFRA,VMware,Product,Kochi,36,Declined
183,2110183,2024-05-10,No,10,60,E3,13.87,16.95,17.78,,17.78,22.21,28.19,4.9,No,No,Female,Naukri,12.2,QA,Selenium,Service,Chennai,37,Joined
184,2110184,2025-02-24,No,14,90,E2,10.5,14.01,11.3,,11.3,33.43,7.62,-19.34,No,No,Male,Direct,3.5,ERS,Autosar,Product,Bangalore,27,Declined
185,2110185,2025-06-28,No,18,45,E1,9.07,12.72,14.92,,14.92,40.24,64.5,17.3,Yes,No,Male,Employee Referral,1.7,Digital,Node.js,Product,Chennai,24,Joined
186,2110186,2025-12-14,No,3,75,E2,6.92,11.02,9.5,10.45,10.45,59.25,37.28,-13.79,No,No,Male,Agency,3.6,QA,Selenium,Consulting,Noida,27,Declined
187,2110187,2024-09-24,No,12,75,E2,8.1,11.0,9.46,9.84,9.84,35.8,16.79,-14.0,Yes,Yes,Male,Campus,3.2,Data,ML,Service,Kochi,27,Declined
188,2110188,2025-12-17,No,3,45,E3,23.52,32.37,36.15,39.42,39.42,37.63,53.7,11.68,No,No,Male,Employee Referral,8.0,Cybersecurity,Penetration Testing,Product,Mumbai,34,Joined
189,2110189,2025-09-03,No,2,30,E3,13.25,18.86,18.9,20.43,20.43,42.34,42.64,0.21,No,No,Female,Naukri,7.3,SAP,SAP FICO,Startup,Kochi,32,No Show
190,2110190,2024-12-27,No,13,45,E2,17.52,21.9,22.92,23.46,23.46,25.0,30.82,4.66,No,Yes,Male,Campus,8.6,Digital,Python,Consulting,Pune,36,Accepted
191,2110191,2024-10-28,Yes,6,90,E2,18.07,24.34,23.26,,23.26,34.7,28.72,-4.44,No,No,Male,Direct,4.5,Cloud,AWS,Product,Mumbai,27,Declined
192,2110192,2024-11-19,No,10,60,E3,24.42,28.03,35.46,36.58,36.58,14.78,45.21,26.51,No,No,Female,Employee Referral,6.8,Data,Data Engineering,Product,Mumbai,31,Declined
193,2110193,2024-07-30,No,10,90,E2,6.42,10.81,8.37,,8.37,68.38,30.37,-22.57,No,No,Female,Employee Referral,3.6,ERS,VLSI,Startup,Chennai,29,Declined
194,2110194,2025-06-07,No,1,90,E3,33.53,57.58,41.54,43.68,43.68,71.73,23.89,-27.86,No,Yes,Male,Direct,10.6,Cybersecurity,IAM,Startup,Kochi,36,Declined
195,2110195,2024-09-26,No,1,75,E2,11.76,16.51,14.48,15.75,15.75,40.39,23.13,-12.3,No,No,Male,LinkedIn,5.6,Digital,Java Spring,Product,Noida,31,Declined
196,2110196,2024-06-02,Yes,18,75,M1,40.46,62.32,62.46,64.33,64.33,54.03,54.37,0.22,Yes,Yes,Male,Employee Referral,10.6,Cybersecurity,Penetration Testing,Startup,Chennai,35,Joined
197,2110197,2025-07-27,No,3,75,E3,15.18,19.81,20.48,,20.48,30.5,34.91,3.38,No,No,Male,Campus,5.6,SAP,SAP Basis,Product,Chennai,30,Declined
198,2110198,2024-05-28,No,10,90,E2,14.52,22.16,18.92,20.26,20.26,52.62,30.3,-14.62,No,No,Female,Campus,6.8,Cybersecurity,SOC,Consulting,Pune,28,Joined
199,2110199,2024-01-24,No,13,60,E3,25.15,38.16,31.98,35.38,35.38,51.73,27.16,-16.19,No,Yes,Female,Employee Referral,8.9,Cybersecurity,GRC,Consulting,Mumbai,31,Declined
200,2110200,2025-03-29,No,21,90,E2,12.07,9.52,14.97,16.19,16.19,-21.13,24.03,57.25,No,Yes,Male,Agency,5.3,Data,SQL,Service,Chennai,31,Joined
201,2110201,2024-12-21,No,1,90,E2,15.51,26.51,17.26,,17.26,70.92,11.28,-34.89,No,No,Male,Campus,4.9,Digital,Java Spring,Service,Bangalore,29,No Show
202,2110202,2024-01-08,No,8,45,E3,14.02,25.04,19.19,,19.19,78.6,36.88,-23.36,No,Yes,Female,Employee Referral,7.7,INFRA,Windows Server,Service,Hyderabad,31,Declined
203,2110203,2024-04-23,No,8,60,E2,6.61,8.9,7.49,8.13,8.13,34.64,13.31,-15.84,No,Yes,Male,Naukri,4.1,SAP,SAP Basis,Service,Chennai,28,Declined
204,2110204,2025-12-14,No,13,30,E2,11.14,15.13,15.24,15.57,15.57,35.82,36.8,0.73,Yes,Yes,Female,Agency,7.0,Data,ML,Consulting,Chennai,30,Declined
205,2110205,2025-04-29,No,14,60,E3,25.44,40.54,34.9,38.17,38.17,59.36,37.19,-13.91,No,No,Female,Agency,6.7,Digital,Java Spring,Product,Hyderabad,29,Joined
206,2110206,2024-09-05,No,4,75,E1,14.77,24.42,17.17,17.71,17.71,65.34,16.25,-29.69,No,No,Female,Naukri,2.4,Cybersecurity,IAM,Product,Mumbai,23,Declined
207,2110207,2025-03-25,No,22,60,E3,14.74,19.68,18.38,,18.38,33.51,24.69,-6.61,No,No,Male,Employee Referral,6.9,QA,Selenium,Product,Hyderabad,31,Joined
208,2110208,2025-04-05,No,3,60,E1,13.58,15.94,17.5,18.67,18.67,17.38,28.87,9.79,No,No,Male,Direct,5.4,SAP,SAP FICO,Product,Mumbai,30,Declined
209,2110209,2024-04-23,No,4,90,E2,17.61,29.35,21.33,22.87,22.87,66.67,21.12,-27.33,No,No,Male,LinkedIn,5.3,Cybersecurity,GRC,Startup,Bangalore,31,Declined
210,2110210,2025-11-02,No,16,90,E3,14.61,16.49,20.66,,20.66,12.87,41.41,25.29,No,No,Female,Employee Referral,4.3,ERS,Autosar,Product,Chennai,31,Joined
211,2110211,2025-11-03,No,8,60,E1,3.49,4.3,4.75,4.95,4.95,23.21,36.1,10.47,Yes,No,Male,Employee Referral,0.8,INFRA,Windows Server,Startup,Kochi,26,Declined
212,2110212,2024-11-28,No,14,75,E2,19.87,28.96,29.94,31.01,31.01,45.75,50.68,3.38,Yes,No,Male,Naukri,8.9,Digital,Python,Service,Mumbai,33,Joined
213,2110213,2025-12-07,No,11,60,E2,13.68,18.87,19.81,20.47,20.47,37.94,44.81,4.98,No,No,Male,LinkedIn,7.7,SAP,SAP FICO,Service,Noida,30,Declined
214,2110214,2025-12-07,No,1,45,E2,7.78,11.92,10.96,,10.96,53.21,40.87,-8.05,No,Yes,Male,Agency,5.8,Digital,Java Spring,Service,Bangalore,32,Declined
215,2110215,2024-02-12,No,8,60,E2,5.83,9.1,8.15,,8.15,56.09,39.79,-10.44,No,Yes,Female,LinkedIn,4.4,INFRA,VMware,Service,Bangalore,25,Declined
216,2110216,2025-03-20,No,16,90,E1,10.34,11.29,15.27,16.09,16.09,9.19,47.68,35.25,Yes,No,Male,Naukri,3.1,Cybersecurity,IAM,Service,Chennai,27,Joined
217,2110217,2024-11-08,Yes,12,90,E2,14.1,17.25,21.17,,21.17,22.34,50.14,22.72,Yes,Yes,Male,Employee Referral,6.2,Digital,Python,Product,Noida,30,Joined
218,2110218,2024-01-24,No,7,30,E2,13.05,23.11,16.24,,16.24,77.09,24.44,-29.73,Yes,Yes,Male,Naukri,9.6,QA,Selenium,Service,Pune,35,Declined
219,2110219,2025-11-07,Yes,1,45,E2,8.5,14.06,10.87,11.31,11.31,65.41,27.88,-22.69,No,No,Male,Employee Referral,3.6,Cloud,Azure,Product,Noida,31,Declined
220,2110220,2024-09-10,Yes,20,90,E2,24.85,30.7,41.11,,41.11,23.54,65.43,33.91,Yes,No,Male,Direct,7.6,Cybersecurity,SOC,Service,Bangalore,32,Accepted
221,2110221,2025-02-06,No,11,45,E2,10.99,15.87,14.75,,14.75,44.4,34.21,-7.06,No,No,Male,Employee Referral,8.3,QA,Performance Testing,Service,Mumbai,32,No Show
222,2110222,2025-03-16,No,10,60,E2,12.45,15.48,14.78,,14.78,24.34,18.71,-4.52,Yes,No,Male,Agency,5.3,SAP,SAP MM,Consulting,Pune,29,No Show
223,2110223,2024-07-08,No,6,45,E3,34.77,43.56,40.79,,40.79,25.28,17.31,-6.36,No,No,Female,LinkedIn,14.2,Digital,React,Startup,Hyderabad,39,No Show
224,2110224,2024-10-03,No,15,75,E3,22.64,25.45,30.91,32.73,32.73,12.41,36.53,21.45,No,Yes,Male,Naukri,11.2,Data,Power BI,Service,Noida,41,Joined
225,2110225,2025-12-22,No,2,60,E2,12.18,18.48,13.25,,13.25,51.72,8.78,-28.3,No,No,Male,Direct,8.0,Cloud,Azure,Service,Bangalore,32,No Show
226,2110226,2024-02-25,No,16,30,E3,6.15,8.25,7.89,8.36,8.36,34.15,28.29,-4.36,No,No,Male,Direct,4.4,QA,Performance Testing,Service,Kochi,29,Declined
227,2110227,2024-05-06,No,15,90,E2,7.71,10.9,8.53,9.09,9.09,41.37,10.64,-21.74,No,Yes,Male,Agency,3.6,QA,Performance Testing,Captive,Bangalore,24,Declined
228,2110228,2025-03-05,No,5,45,E2,12.49,17.8,12.74,,12.74,42.51,2.0,-28.43,No,No,Male,Naukri,3.1,Cybersecurity,SOC,Consulting,Noida,30,Declined
229,2110229,2024-10-11,No,7,60,E2,5.64,7.8,6.63,7.2,7.2,38.3,17.55,-15.0,No,Yes,Female,Direct,4.3,QA,API Testing,Consulting,Mumbai,32,Declined
230,2110230,2024-06-30,No,1,90,E1,8.62,12.33,11.17,11.59,11.59,43.04,29.58,-9.41,No,No,Male,Naukri,5.8,Cloud,AWS,Service,Chennai,28,Declined
231,2110231,2024-03-30,No,2,75,M2,45.11,63.01,66.8,69.54,69.54,39.68,48.08,6.01,Yes,No,Male,Employee Referral,10.9,Cybersecurity,SOC,Captive,Bangalore,35,Joined
232,2110232,2025-04-21,Yes,10,45,E2,10.24,13.85,12.43,,12.43,35.25,21.39,-10.25,No,No,Male,Employee Referral,2.4,Data,ML,Product,Noida,24,Joined
233,2110233,2024-12-12,No,17,45,E1,13.3,19.19,14.5,15.27,15.27,44.29,9.02,-24.44,No,No,Female,Employee Referral,4.9,Cloud,Kubernetes,Captive,Pune,29,Declined
234,2110234,2024-12-05,No,5,60,E1,7.83,11.24,10.54,,10.54,43.55,34.61,-6.23,No,No,Male,Agency,4.6,QA,Manual Testing,Product,Mumbai,31,Declined
235,2110235,2024-08-09,No,13,45,E2,11.53,13.57,15.25,15.6,15.6,17.69,32.26,12.38,No,No,Male,Agency,7.9,Cybersecurity,SOC,Consulting,Chennai,28,Joined
236,2110236,2024-07-29,No,5,90,E2,19.31,19.61,27.11,28.54,28.54,1.55,40.39,38.25,No,Yes,Male,Agency,9.3,Cybersecurity,SOC,Product,Kochi,33,Declined
237,2110237,2025-11-18,No,13,75,E3,15.02,16.28,25.19,,25.19,8.39,67.71,54.73,Yes,No,Female,Naukri,5.5,INFRA,Linux Admin,Product,Hyderabad,28,Joined
238,2110238,2025-11-22,No,5,90,M1,30.53,40.86,37.7,38.72,38.72,33.84,23.49,-7.73,Yes,Yes,Male,LinkedIn,9.6,Data,SQL,Service,Bangalore,35,Declined
239,2110239,2025-04-24,No,14,75,E2,16.07,18.01,20.5,,20.5,12.07,27.57,13.83,No,No,Male,LinkedIn,8.8,INFRA,Windows Server,Product,Pune,34,Declined
240,2110240,2024-06-23,No,8,60,M2,26.47,32.26,28.51,,28.51,21.87,7.71,-11.62,No,No,Female,Agency,10.0,QA,Performance Testing,Captive,Chennai,36,Declined
241,2110241,2025-07-11,No,9,60,E2,8.42,12.71,8.59,9.05,9.05,50.95,2.02,-32.42,No,No,Male,Naukri,5.4,Digital,Java Spring,Service,Pune,32,Declined
242,2110242,2024-05-22,No,3,45,E1,7.14,8.26,8.78,,8.78,15.69,22.97,6.3,No,Yes,Male,LinkedIn,2.9,INFRA,Windows Server,Product,Bangalore,27,Declined
243,2110243,2025-06-06,No,14,45,E3,17.01,28.66,19.84,,19.84,68.49,16.64,-30.77,No,Yes,Male,LinkedIn,10.9,ERS,Autosar,Service,Mumbai,33,No Show
244,2110244,2024-06-26,No,2,60,E3,17.05,26.73,23.07,,23.07,56.77,35.31,-13.69,No,Yes,Male,Direct,5.8,Data,SQL,Service,Hyderabad,29,Declined
245,2110245,2024-07-03,No,14,30,E2,10.14,11.92,10.34,11.21,11.21,17.55,1.97,-13.26,Yes,Yes,Female,Employee Referral,4.1,SAP,SAP FICO,Captive,Kochi,29,Joined
246,2110246,2025-06-23,No,8,45,E1,5.35,8.51,6.56,6.72,6.72,59.07,22.62,-22.91,No,No,Male,LinkedIn,2.0,QA,Performance Testing,Service,Hyderabad,24,No Show
247,2110247,2024-10-28,No,5,30,E3,19.03,24.0,28.22,30.07,30.07,26.12,48.29,17.58,No,No,Male,Direct,14.6,Data,ML,Service,Noida,39,Declined
248,2110248,2024-01-15,No,10,60,E3,28.0,38.16,40.17,,40.17,36.29,43.46,5.27,No,No,Male,LinkedIn,8.4,Data,Data Engineering,Product,Bangalore,33,Joined
249,2110249,2024-08-03,No,8,90,E2,15.25,21.82,21.88,,21.88,43.08,43.48,0.27,No,No,Male,Employee Referral,5.8,Digital,Python,Startup,Hyderabad,28,Declined
250,2110250,2025-04-04,No,8,75,E3,14.22,17.17,19.03,,19.03,20.75,33.83,10.83,No,No,Male,Agency,9.2,ERS,VLSI,Product,Kochi,30,Declined
251,2110251,2024-07-03,No,9,60,E2,9.41,14.42,10.41,,10.41,53.24,10.63,-27.81,No,No,Male,Direct,4.1,ERS,Embedded C,Service,Noida,30,Declined
252,2110252,2024-03-29,No,11,60,E3,20.34,27.15,26.9,,26.9,33.48,32.25,-0.92,Yes,Yes,Female,LinkedIn,8.6,ERS,Embedded C,Startup,Bangalore,33,Joined
253,2110253,2024-09-28,No,7,75,E2,9.76,15.15,13.35,13.72,13.72,55.23,36.78,-11.88,No,No,Female,Employee Referral,7.0,Digital,Java Spring,Startup,Mumbai,31,Declined
254,2110254,2024-02-08,No,13,90,E3,22.59,30.77,29.3,31.56,31.56,36.21,29.7,-4.78,No,No,Male,Agency,6.9,Cloud,Kubernetes,Product,Chennai,32,Declined
255,2110255,2025-02-14,No,19,75,E1,11.81,13.71,20.28,,20.28,16.09,71.72,47.92,No,No,Male,Naukri,4.8,Cybersecurity,GRC,Captive,Noida,28,Joined
256,2110256,2024-07-13,No,9,60,E3,13.21,20.5,18.87,20.56,20.56,55.19,42.85,-7.95,Yes,No,Male,Employee Referral,4.9,INFRA,VMware,Captive,Noida,36,Joined
257,2110257,2024-08-26,No,12,75,E2,13.32,20.23,17.72,19.23,19.23,51.88,33.03,-12.41,Yes,No,Male,LinkedIn,7.3,Cloud,Kubernetes,Service,Pune,33,No Show
258,2110258,2025-09-22,No,6,45,E1,10.02,16.59,12.05,13.03,13.03,65.57,20.26,-27.37,No,Yes,Female,Direct,3.3,Digital,Python,Product,Mumbai,28,Declined
259,2110259,2025-08-18,No,5,90,E3,17.1,23.13,24.19,25.34,25.34,35.26,41.46,4.58,No,No,Female,Naukri,7.0,SAP,SAP FICO,Service,Kochi,35,Declined
260,2110260,2025-09-17,No,14,90,M1,25.63,38.17,27.23,,27.23,48.93,6.24,-28.66,No,No,Male,Agency,7.3,SAP,SAP MM,Service,Bangalore,33,Declined
261,2110261,2025-04-30,No,11,45,E2,9.39,13.86,12.81,14.05,14.05,47.6,36.42,-7.58,No,Yes,Male,Employee Referral,4.6,QA,Manual Testing,Service,Mumbai,27,Declined
262,2110262,2024-11-29,No,8,75,M1,23.79,35.2,31.04,,31.04,47.96,30.47,-11.82,No,Yes,Male,Employee Referral,11.0,ERS,Embedded C,Service,Mumbai,34,Declined
263,2110263,2024-10-03,No,18,45,E1,5.04,7.14,7.15,,7.15,41.67,41.87,0.14,No,No,Male,Employee Referral,1.7,Cybersecurity,IAM,Service,Kochi,28,Joined
264,2110264,2025-05-15,No,19,45,E2,13.43,19.38,14.76,,14.76,44.3,9.9,-23.84,No,No,Male,LinkedIn,9.6,ERS,VLSI,Service,Chennai,34,Declined
265,2110265,2025-05-05,No,14,75,E2,10.52,13.93,13.73,,13.73,32.41,30.51,-1.44,No,No,Female,LinkedIn,7.4,QA,Performance Testing,Captive,Hyderabad,31,Joined
266,2110266,2025-04-10,Yes,15,45,E2,6.09,8.12,7.7,,7.7,33.33,26.44,-5.17,No,Yes,Male,LinkedIn,5.2,INFRA,Windows Server,Service,Pune,31,Declined
267,2110267,2024-02-26,No,5,30,E3,11.64,15.72,15.42,,15.42,35.05,32.47,-1.91,No,No,Female,Naukri,4.4,SAP,SAP MM,Startup,Kochi,29,Declined
268,2110268,2024-08-18,No,1,90,E1,8.68,12.1,10.71,11.5,11.5,39.4,23.39,-11.49,No,No,Male,LinkedIn,2.2,Cybersecurity,SOC,Service,Bangalore,22,No Show
269,2110269,2024-03-30,No,14,30,E1,14.24,14.76,17.85,,17.85,3.65,25.35,20.93,No,No,Male,Employee Referral,3.3,SAP,SAP FICO,Product,Bangalore,32,Accepted
270,2110270,2024-03-05,No,16,45,E2,14.9,18.66,25.74,,25.74,25.23,72.75,37.94,No,No,Female,Agency,4.7,Data,SQL,Service,Bangalore,33,Joined
271,2110271,2024-06-19,No,12,90,M1,28.26,41.55,37.98,40.58,40.58,47.03,34.39,-8.59,No,No,Male,Naukri,11.3,Cybersecurity,GRC,Service,Noida,36,Declined
272,2110272,2024-06-15,No,1,45,E3,16.64,20.08,20.67,21.51,21.51,20.67,24.22,2.94,No,Yes,Female,Naukri,6.8,Data,Power BI,Startup,Chennai,30,Declined
273,2110273,2025-12-06,No,5,90,E2,8.95,10.6,10.96,,10.96,18.44,22.46,3.4,No,No,Female,Direct,4.5,ERS,IoT,Consulting,Pune,29,Joined
274,2110274,2025-11-24,No,6,75,E2,9.49,12.22,12.18,,12.18,28.77,28.35,-0.33,No,No,Male,Employee Referral,3.4,ERS,Autosar,Service,Mumbai,30,Joined
275,2110275,2025-03-29,No,20,60,E2,11.17,16.29,16.38,17.44,17.44,45.84,46.64,0.55,No,Yes,Male,LinkedIn,5.4,SAP,SAP MM,Consulting,Pune,29,Joined
276,2110276,2024-05-20,No,5,90,E2,11.78,19.71,15.24,16.17,16.17,67.32,29.37,-22.68,Yes,No,Female,LinkedIn,2.8,SAP,SAP Basis,Service,Chennai,26,Declined
277,2110277,2024-10-10,Yes,13,75,E3,27.89,41.98,35.02,38.05,38.05,50.52,25.56,-16.58,No,Yes,Male,Employee Referral,7.8,Data,ML,Product,Bangalore,36,Declined
278,2110278,2025-01-04,Yes,12,30,E2,12.15,18.45,16.57,,16.57,51.85,36.38,-10.19,No,No,Male,Employee Referral,3.6,Cybersecurity,GRC,Startup,Noida,23,Declined
279,2110279,2024-05-27,No,9,45,E1,7.55,11.46,9.02,,9.02,51.79,19.47,-21.29,No,No,Female,Naukri,0.8,Cybersecurity,SOC,Service,Hyderabad,27,Joined
280,2110280,2024-03-19,No,1,45,E2,17.79,19.98,21.91,,21.91,12.31,23.16,9.66,No,No,Female,Direct,8.8,Cybersecurity,GRC,Service,Pune,36,Declined
281,2110281,2024-04-24,No,11,90,E2,14.21,21.54,19.14,20.85,20.85,51.58,34.69,-11.14,No,No,Male,Employee Referral,7.2,ERS,IoT,Captive,Hyderabad,32,Declined
282,2110282,2024-05-29,Yes,8,30,E3,37.93,52.03,54.31,56.07,56.07,37.17,43.18,4.38,Yes,No,Female,Naukri,14.2,SAP,SAP ABAP,Product,Chennai,42,Joined
283,2110283,2025-12-25,No,15,30,M2,50.12,69.72,71.01,,71.01,39.11,41.68,1.85,No,Yes,Male,Naukri,10.1,Cybersecurity,Penetration Testing,Product,Chennai,31,Accepted
284,2110284,2024-03-25,No,7,45,M1,22.37,31.12,27.1,,27.1,39.11,21.14,-12.92,No,No,Male,Employee Referral,7.2,Digital,Python,Service,Mumbai,29,Declined
285,2110285,2025-11-05,No,12,75,E2,12.54,18.1,17.79,,17.79,44.34,41.87,-1.71,No,Yes,Female,Naukri,5.3,Data,ML,Captive,Noida,31,Accepted
286,2110286,2025-10-21,No,10,30,E3,17.67,26.27,28.51,29.74,29.74,48.67,61.35,8.53,No,No,Male,Agency,6.1,SAP,SAP Basis,Consulting,Mumbai,30,Declined
